relpath,district,split,speaker_id
Khulna/khl1.wav,Khulna,train,khu_0058
Khulna/khl10.wav,Khulna,train,khu_0027
Khulna/khl100.wav,Khulna,train,khu_0013
Khulna/khl101.wav,Khulna,train,khu_0006
Khulna/khl102.wav,Khulna,train,khu_0004
Khulna/khl103.wav,Khulna,train,khu_0006
Khulna/khl104.wav,Khulna,train,khu_0006
Khulna/khl105.wav,Khulna,train,khu_0006
Khulna/khl106.wav,Khulna,train,khu_0006
Khulna/khl107.wav,Khulna,train,khu_0006
Khulna/khl108.wav,Khulna,train,khu_0007
Khulna/khl109.wav,Khulna,train,khu_0006
Khulna/khl11.wav,Khulna,train,khu_0059
Khulna/khl110.wav,Khulna,train,khu_0037
Khulna/khl111.wav,Khulna,train,khu_0006
Khulna/khl112.wav,Khulna,train,khu_0037
Khulna/khl113.wav,Khulna,train,khu_0037
Khulna/khl114.wav,Khulna,train,khu_0000
Khulna/khl115.wav,Khulna,train,khu_0000
Khulna/khl116.wav,Khulna,train,khu_0000
Khulna/khl117.wav,Khulna,train,khu_0020
Khulna/khl118.wav,Khulna,train,khu_0020
Khulna/khl119.wav,Khulna,train,khu_0020
Khulna/khl12.wav,Khulna,test,khu_0044
Khulna/khl120.wav,Khulna,train,khu_0020
Khulna/khl121.wav,Khulna,train,khu_0020
Khulna/khl122.wav,Khulna,train,khu_0020
Khulna/khl123.wav,Khulna,train,khu_0020
Khulna/khl124.wav,Khulna,train,khu_0020
Khulna/khl125.wav,Khulna,train,khu_0020
Khulna/khl126.wav,Khulna,train,khu_0020
Khulna/khl127.wav,Khulna,train,khu_0020
Khulna/khl128.wav,Khulna,train,khu_0020
Khulna/khl129.wav,Khulna,train,khu_0020
Khulna/khl13.wav,Khulna,train,khu_0063
Khulna/khl130.wav,Khulna,train,khu_0020
Khulna/khl131.wav,Khulna,train,khu_0020
Khulna/khl132.wav,Khulna,train,khu_0020
Khulna/khl133.wav,Khulna,train,khu_0020
Khulna/khl134.wav,Khulna,train,khu_0020
Khulna/khl135.wav,Khulna,train,khu_0020
Khulna/khl136.wav,Khulna,train,khu_0020
Khulna/khl137.wav,Khulna,train,khu_0020
Khulna/khl138.wav,Khulna,train,khu_0020
Khulna/khl139.wav,Khulna,train,khu_0020
Khulna/khl14.wav,Khulna,test,khu_0044
Khulna/khl140.wav,Khulna,train,khu_0020
Khulna/khl141.wav,Khulna,train,khu_0020
Khulna/khl142.wav,Khulna,train,khu_0020
Khulna/khl143.wav,Khulna,train,khu_0020
Khulna/khl144.wav,Khulna,train,khu_0020
Khulna/khl145.wav,Khulna,train,khu_0020
Khulna/khl146.wav,Khulna,train,khu_0020
Khulna/khl147.wav,Khulna,train,khu_0020
Khulna/khl148.wav,Khulna,train,khu_0030
Khulna/khl149.wav,Khulna,train,khu_0020
Khulna/khl15.wav,Khulna,test,khu_0067
Khulna/khl150.wav,Khulna,train,khu_0020
Khulna/khl151.wav,Khulna,train,khu_0030
Khulna/khl152.wav,Khulna,train,khu_0020
Khulna/khl153.wav,Khulna,test,khu_0009
Khulna/khl154.wav,Khulna,train,khu_0051
Khulna/khl155.wav,Khulna,train,khu_0068
Khulna/khl156.wav,Khulna,test,khu_0041
Khulna/khl157.wav,Khulna,test,khu_0041
Khulna/khl158.wav,Khulna,test,khu_0041
Khulna/khl159.wav,Khulna,test,khu_0041
Khulna/khl16.wav,Khulna,test,khu_0044
Khulna/khl160.wav,Khulna,train,khu_0006
Khulna/khl161.wav,Khulna,train,khu_0006
Khulna/khl162.wav,Khulna,train,khu_0006
Khulna/khl163.wav,Khulna,test,khu_0008
Khulna/khl164.wav,Khulna,train,khu_0006
Khulna/khl165.wav,Khulna,train,khu_0029
Khulna/khl166.wav,Khulna,test,khu_0041
Khulna/khl167.wav,Khulna,test,khu_0008
Khulna/khl168.wav,Khulna,train,khu_0006
Khulna/khl169.wav,Khulna,train,khu_0029
Khulna/khl17.wav,Khulna,train,khu_0080
Khulna/khl170.wav,Khulna,train,khu_0006
Khulna/khl171.wav,Khulna,test,khu_0041
Khulna/khl172.wav,Khulna,train,khu_0006
Khulna/khl173.wav,Khulna,train,khu_0006
Khulna/khl174.wav,Khulna,train,khu_0006
Khulna/khl175.wav,Khulna,test,khu_0008
Khulna/khl176.wav,Khulna,train,khu_0006
Khulna/khl177.wav,Khulna,test,khu_0009
Khulna/khl178.wav,Khulna,train,khu_0036
Khulna/khl179.wav,Khulna,train,khu_0036
Khulna/khl18.wav,Khulna,train,khu_0006
Khulna/khl180.wav,Khulna,train,khu_0005
Khulna/khl181.wav,Khulna,train,khu_0077
Khulna/khl182.wav,Khulna,test,khu_0041
Khulna/khl183.wav,Khulna,test,khu_0041
Khulna/khl184.wav,Khulna,train,khu_0011
Khulna/khl185.wav,Khulna,train,khu_0006
Khulna/khl186.wav,Khulna,test,khu_0008
Khulna/khl187.wav,Khulna,train,khu_0069
Khulna/khl188.wav,Khulna,train,khu_0012
Khulna/khl189.wav,Khulna,test,khu_0032
Khulna/khl19.wav,Khulna,train,khu_0006
Khulna/khl190.wav,Khulna,train,khu_0012
Khulna/khl191.wav,Khulna,train,khu_0006
Khulna/khl192.wav,Khulna,train,khu_0006
Khulna/khl193.wav,Khulna,train,khu_0006
Khulna/khl194.wav,Khulna,train,khu_0012
Khulna/khl195.wav,Khulna,test,khu_0032
Khulna/khl196.wav,Khulna,train,khu_0029
Khulna/khl197.wav,Khulna,train,khu_0006
Khulna/khl198.wav,Khulna,test,khu_0041
Khulna/khl199.wav,Khulna,train,khu_0006
Khulna/khl2.wav,Khulna,train,khu_0050
Khulna/khl20.wav,Khulna,test,khu_0008
Khulna/khl200.wav,Khulna,test,khu_0041
Khulna/khl201.wav,Khulna,train,khu_0036
Khulna/khl202.wav,Khulna,test,khu_0008
Khulna/khl203.wav,Khulna,test,khu_0008
Khulna/khl204.wav,Khulna,train,khu_0005
Khulna/khl205.wav,Khulna,train,khu_0006
Khulna/khl206.wav,Khulna,test,khu_0041
Khulna/khl207.wav,Khulna,test,khu_0041
Khulna/khl208.wav,Khulna,train,khu_0015
Khulna/khl209.wav,Khulna,test,khu_0049
Khulna/khl21.wav,Khulna,test,khu_0044
Khulna/khl210.wav,Khulna,test,khu_0041
Khulna/khl211.wav,Khulna,train,khu_0012
Khulna/khl212.wav,Khulna,val,khu_0003
Khulna/khl213.wav,Khulna,val,khu_0003
Khulna/khl214.wav,Khulna,train,khu_0057
Khulna/khl215.wav,Khulna,train,khu_0057
Khulna/khl216.wav,Khulna,val,khu_0003
Khulna/khl217.wav,Khulna,train,khu_0038
Khulna/khl218.wav,Khulna,train,khu_0074
Khulna/khl219.wav,Khulna,val,khu_0003
Khulna/khl22.wav,Khulna,train,khu_0016
Khulna/khl220.wav,Khulna,val,khu_0003
Khulna/khl221.wav,Khulna,val,khu_0003
Khulna/khl222.wav,Khulna,val,khu_0003
Khulna/khl223.wav,Khulna,val,khu_0003
Khulna/khl224.wav,Khulna,val,khu_0003
Khulna/khl225.wav,Khulna,val,khu_0003
Khulna/khl226.wav,Khulna,val,khu_0003
Khulna/khl227.wav,Khulna,val,khu_0003
Khulna/khl228.wav,Khulna,val,khu_0003
Khulna/khl229.wav,Khulna,val,khu_0003
Khulna/khl23.wav,Khulna,train,khu_0076
Khulna/khl230.wav,Khulna,test,khu_0042
Khulna/khl231.wav,Khulna,train,khu_0056
Khulna/khl232.wav,Khulna,train,khu_0004
Khulna/khl233.wav,Khulna,train,khu_0047
Khulna/khl234.wav,Khulna,test,khu_0002
Khulna/khl235.wav,Khulna,test,khu_0002
Khulna/khl236.wav,Khulna,test,khu_0061
Khulna/khl237.wav,Khulna,val,khu_0003
Khulna/khl238.wav,Khulna,val,khu_0003
Khulna/khl239.wav,Khulna,val,khu_0003
Khulna/khl24.wav,Khulna,train,khu_0045
Khulna/khl240.wav,Khulna,val,khu_0003
Khulna/khl241.wav,Khulna,val,khu_0003
Khulna/khl242.wav,Khulna,train,khu_0021
Khulna/khl243.wav,Khulna,val,khu_0003
Khulna/khl244.wav,Khulna,val,khu_0003
Khulna/khl245.wav,Khulna,val,khu_0003
Khulna/khl246.wav,Khulna,val,khu_0003
Khulna/khl247.wav,Khulna,val,khu_0003
Khulna/khl248.wav,Khulna,val,khu_0003
Khulna/khl249.wav,Khulna,val,khu_0003
Khulna/khl25.wav,Khulna,train,khu_0027
Khulna/khl250.wav,Khulna,val,khu_0003
Khulna/khl251.wav,Khulna,train,khu_0021
Khulna/khl252.wav,Khulna,train,khu_0004
Khulna/khl253.wav,Khulna,train,khu_0004
Khulna/khl254.wav,Khulna,train,khu_0019
Khulna/khl255.wav,Khulna,train,khu_0014
Khulna/khl256.wav,Khulna,val,khu_0003
Khulna/khl257.wav,Khulna,val,khu_0003
Khulna/khl258.wav,Khulna,train,khu_0021
Khulna/khl259.wav,Khulna,val,khu_0003
Khulna/khl26.wav,Khulna,train,khu_0073
Khulna/khl260.wav,Khulna,train,khu_0014
Khulna/khl261.wav,Khulna,train,khu_0038
Khulna/khl262.wav,Khulna,val,khu_0003
Khulna/khl263.wav,Khulna,val,khu_0003
Khulna/khl264.wav,Khulna,train,khu_0004
Khulna/khl265.wav,Khulna,train,khu_0004
Khulna/khl266.wav,Khulna,train,khu_0004
Khulna/khl267.wav,Khulna,test,khu_0042
Khulna/khl268.wav,Khulna,val,khu_0003
Khulna/khl269.wav,Khulna,test,khu_0042
Khulna/khl27.wav,Khulna,train,khu_0039
Khulna/khl270.wav,Khulna,test,khu_0002
Khulna/khl271.wav,Khulna,train,khu_0048
Khulna/khl272.wav,Khulna,train,khu_0048
Khulna/khl273.wav,Khulna,train,khu_0048
Khulna/khl274.wav,Khulna,train,khu_0019
Khulna/khl275.wav,Khulna,train,khu_0019
Khulna/khl276.wav,Khulna,train,khu_0007
Khulna/khl277.wav,Khulna,val,khu_0003
Khulna/khl278.wav,Khulna,val,khu_0003
Khulna/khl279.wav,Khulna,val,khu_0003
Khulna/khl28.wav,Khulna,train,khu_0079
Khulna/khl280.wav,Khulna,val,khu_0003
Khulna/khl281.wav,Khulna,val,khu_0003
Khulna/khl282.wav,Khulna,train,khu_0007
Khulna/khl283.wav,Khulna,train,khu_0007
Khulna/khl284.wav,Khulna,train,khu_0019
Khulna/khl285.wav,Khulna,train,khu_0019
Khulna/khl286.wav,Khulna,val,khu_0003
Khulna/khl287.wav,Khulna,val,khu_0003
Khulna/khl288.wav,Khulna,val,khu_0003
Khulna/khl289.wav,Khulna,val,khu_0003
Khulna/khl29.wav,Khulna,train,khu_0004
Khulna/khl290.wav,Khulna,val,khu_0003
Khulna/khl291.wav,Khulna,val,khu_0003
Khulna/khl292.wav,Khulna,val,khu_0003
Khulna/khl293.wav,Khulna,val,khu_0003
Khulna/khl294.wav,Khulna,val,khu_0003
Khulna/khl295.wav,Khulna,train,khu_0007
Khulna/khl296.wav,Khulna,val,khu_0003
Khulna/khl297.wav,Khulna,val,khu_0003
Khulna/khl298.wav,Khulna,test,khu_0008
Khulna/khl299.wav,Khulna,train,khu_0070
Khulna/khl3.wav,Khulna,train,khu_0006
Khulna/khl30.wav,Khulna,train,khu_0004
Khulna/khl300.wav,Khulna,train,khu_0019
Khulna/khl301.wav,Khulna,train,khu_0006
Khulna/khl302.wav,Khulna,train,khu_0006
Khulna/khl303.wav,Khulna,train,khu_0006
Khulna/khl304.wav,Khulna,train,khu_0006
Khulna/khl305.wav,Khulna,train,khu_0006
Khulna/khl306.wav,Khulna,train,khu_0006
Khulna/khl307.wav,Khulna,train,khu_0006
Khulna/khl308.wav,Khulna,train,khu_0006
Khulna/khl309.wav,Khulna,train,khu_0006
Khulna/khl31.wav,Khulna,train,khu_0033
Khulna/khl310.wav,Khulna,train,khu_0006
Khulna/khl311.wav,Khulna,train,khu_0006
Khulna/khl312.wav,Khulna,train,khu_0006
Khulna/khl313.wav,Khulna,train,khu_0006
Khulna/khl314.wav,Khulna,train,khu_0006
Khulna/khl315.wav,Khulna,train,khu_0006
Khulna/khl316.wav,Khulna,train,khu_0006
Khulna/khl317.wav,Khulna,train,khu_0006
Khulna/khl318.wav,Khulna,train,khu_0006
Khulna/khl319.wav,Khulna,train,khu_0006
Khulna/khl32.wav,Khulna,train,khu_0035
Khulna/khl320.wav,Khulna,train,khu_0006
Khulna/khl321.wav,Khulna,train,khu_0006
Khulna/khl322.wav,Khulna,train,khu_0006
Khulna/khl323.wav,Khulna,train,khu_0006
Khulna/khl324.wav,Khulna,train,khu_0006
Khulna/khl325.wav,Khulna,train,khu_0006
Khulna/khl326.wav,Khulna,train,khu_0006
Khulna/khl327.wav,Khulna,train,khu_0006
Khulna/khl328.wav,Khulna,train,khu_0006
Khulna/khl329.wav,Khulna,train,khu_0006
Khulna/khl33.wav,Khulna,train,khu_0035
Khulna/khl330.wav,Khulna,train,khu_0006
Khulna/khl331.wav,Khulna,train,khu_0006
Khulna/khl332.wav,Khulna,train,khu_0006
Khulna/khl333.wav,Khulna,train,khu_0006
Khulna/khl334.wav,Khulna,train,khu_0006
Khulna/khl335.wav,Khulna,train,khu_0006
Khulna/khl336.wav,Khulna,train,khu_0006
Khulna/khl337.wav,Khulna,train,khu_0006
Khulna/khl338.wav,Khulna,train,khu_0006
Khulna/khl339.wav,Khulna,train,khu_0006
Khulna/khl34.wav,Khulna,train,khu_0035
Khulna/khl340.wav,Khulna,train,khu_0006
Khulna/khl341.wav,Khulna,train,khu_0024
Khulna/khl342.wav,Khulna,train,khu_0024
Khulna/khl343.wav,Khulna,train,khu_0024
Khulna/khl344.wav,Khulna,train,khu_0024
Khulna/khl345.wav,Khulna,train,khu_0024
Khulna/khl346.wav,Khulna,train,khu_0024
Khulna/khl347.wav,Khulna,train,khu_0024
Khulna/khl348.wav,Khulna,train,khu_0020
Khulna/khl349.wav,Khulna,train,khu_0024
Khulna/khl35.wav,Khulna,train,khu_0020
Khulna/khl350.wav,Khulna,train,khu_0020
Khulna/khl351.wav,Khulna,train,khu_0020
Khulna/khl352.wav,Khulna,train,khu_0020
Khulna/khl353.wav,Khulna,train,khu_0020
Khulna/khl354.wav,Khulna,train,khu_0020
Khulna/khl355.wav,Khulna,train,khu_0020
Khulna/khl356.wav,Khulna,train,khu_0020
Khulna/khl357.wav,Khulna,train,khu_0020
Khulna/khl358.wav,Khulna,test,khu_0055
Khulna/khl359.wav,Khulna,train,khu_0020
Khulna/khl36.wav,Khulna,train,khu_0020
Khulna/khl360.wav,Khulna,train,khu_0020
Khulna/khl361.wav,Khulna,train,khu_0020
Khulna/khl362.wav,Khulna,train,khu_0020
Khulna/khl363.wav,Khulna,train,khu_0020
Khulna/khl364.wav,Khulna,train,khu_0020
Khulna/khl365.wav,Khulna,train,khu_0020
Khulna/khl366.wav,Khulna,train,khu_0020
Khulna/khl367.wav,Khulna,train,khu_0020
Khulna/khl368.wav,Khulna,train,khu_0020
Khulna/khl369.wav,Khulna,train,khu_0020
Khulna/khl37.wav,Khulna,train,khu_0020
Khulna/khl370.wav,Khulna,train,khu_0020
Khulna/khl371.wav,Khulna,train,khu_0020
Khulna/khl372.wav,Khulna,train,khu_0020
Khulna/khl373.wav,Khulna,train,khu_0020
Khulna/khl374.wav,Khulna,train,khu_0020
Khulna/khl375.wav,Khulna,train,khu_0020
Khulna/khl376.wav,Khulna,train,khu_0020
Khulna/khl377.wav,Khulna,train,khu_0020
Khulna/khl378.wav,Khulna,train,khu_0020
